date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:23:24	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-64b548e0a8266-gzip%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min0c8a.css	(from http://localhost:8080/)
09:23:25	26702/26702	---M-Z	200	added ('OK')	text/css	etag:%22684e-64b548e0a8095-gzip%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=6.5.11	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min0c8a.css	(from http://localhost:8080/)
09:23:26	15525/15525	---M-Z	200	added ('OK')	text/javascript	etag:%223ca5-64b548e154024-gzip%22	http://localhost:8080/wp-content/themes/astra/assets/js/minified/flexibility.min.js?ver=4.12.3	httrack/localhost_8080/wp-content/themes/astra/assets/js/minified/flexibility.min5690.js	(from http://localhost:8080/)
09:23:27	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2215601-603fed35e19c0-gzip%22	http://localhost:8080/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	httrack/localhost_8080/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost:8080/)
09:23:28	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%223509-5fdabee5f2100-gzip%22	http://localhost:8080/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	httrack/localhost_8080/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost:8080/)
09:23:30	5661/5661	---M-Z	200	added ('OK')	text/javascript	etag:%22161d-641a5f1c6a280-gzip%22	http://localhost:8080/wp-includes/js/dist/hooks.min.js?ver=dd5603f07f9220ed27f1	httrack/localhost_8080/wp-includes/js/dist/hooks.minaf5f.js	(from http://localhost:8080/)
09:23:31	390052/390052	---MCZ	200	added ('OK')	text/javascript	etag:%225f3a4-64b548e07878d-gzip%22	http://localhost:8080/wp-content/plugins/latepoint/public/javascripts/vendor-front.js?ver=5.2.7	httrack/localhost_8080/wp-content/plugins/latepoint/public/javascripts/vendor-front6e7a.js	(from http://localhost:8080/)
09:23:31	5314/5314	---M-Z	200	added ('OK')	text/javascript	etag:%2214c2-641a5f1c6a280-gzip%22	http://localhost:8080/wp-includes/js/dist/i18n.min.js?ver=c26c3dc7bed366793375	httrack/localhost_8080/wp-includes/js/dist/i18n.min1cde.js	(from http://localhost:8080/)
09:23:32	99377/99377	---M-Z	200	added ('OK')	text/javascript	etag:%2218431-64b548e0781d4-gzip%22	http://localhost:8080/wp-content/plugins/latepoint/public/javascripts/front.js?ver=5.2.7	httrack/localhost_8080/wp-content/plugins/latepoint/public/javascripts/front6e7a.js	(from http://localhost:8080/)
09:23:33	20875/20875	---MC-	200	added ('OK')	application/json	date:Sat,%2021%20Feb%202026%2012:23:33%20GMT	http://localhost:8080/wp-json/wp/v2/pages/17	httrack/localhost_8080/wp-json/wp/v2/pages/17.json	(from http://localhost:8080/)
09:23:34	792/792	---M-Z	200	added ('OK')	text/xml	date:Sat,%2021%20Feb%202026%2012:23:34%20GMT	http://localhost:8080/xmlrpc.php?rsd	httrack/localhost_8080/xmlrpc0db0.php	(from http://localhost:8080/)
09:23:36	713/713	---M--	200	added ('OK')	image/png	etag:%222c9-64b548e171bab%22	http://localhost:8080/wp-content/uploads/2026/02/cropped-favicon-v2-32x32.png	httrack/localhost_8080/wp-content/uploads/2026/02/cropped-favicon-v2-32x32.png	(from http://localhost:8080/)
09:23:37	3839/3839	---M--	200	added ('OK')	image/png	etag:%22eff-64b548e171bc7%22	http://localhost:8080/wp-content/uploads/2026/02/cropped-favicon-v2-192x192.png	httrack/localhost_8080/wp-content/uploads/2026/02/cropped-favicon-v2-192x192.png	(from http://localhost:8080/)
09:23:38	3424/3424	---M--	200	added ('OK')	image/png	etag:%22d60-64b548e171b4e%22	http://localhost:8080/wp-content/uploads/2026/02/cropped-favicon-v2-180x180.png	httrack/localhost_8080/wp-content/uploads/2026/02/cropped-favicon-v2-180x180.png	(from http://localhost:8080/)
09:23:39	6647/6647	---M--	200	added ('OK')	image/svg+xml	etag:%2219f7-64b548e171e10%22	http://localhost:8080/wp-content/uploads/2026/02/logo.svg	httrack/localhost_8080/wp-content/uploads/2026/02/logo.svg	(from http://localhost:8080/)
09:23:41	135909/135909	---M--	200	added ('OK')	image/png	etag:%22212e5-64b548e171f05%22	http://localhost:8080/wp-content/uploads/2026/02/mockup-vendas.png	httrack/localhost_8080/wp-content/uploads/2026/02/mockup-vendas.png	(from http://localhost:8080/)
09:23:44	25965/25965	---M-Z	200	added ('OK')	text/javascript	etag:%22656d-64b548e153e32-gzip%22	http://localhost:8080/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.12.3	httrack/localhost_8080/wp-content/themes/astra/assets/js/minified/frontend.min5690.js	(from http://localhost:8080/)
09:23:45	457/457	---M-Z	200	added ('OK')	text/javascript	etag:%221c9-6103d74a0ab00-gzip%22	http://localhost:8080/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	httrack/localhost_8080/wp-includes/js/dist/dom-ready.min5346.js	(from http://localhost:8080/)
09:23:45	127106/127106	---M--	200	added ('OK')	image/png	etag:%221f082-64b548e172dc7%22	http://localhost:8080/wp-content/uploads/2026/02/mockup-veiculos.png	httrack/localhost_8080/wp-content/uploads/2026/02/mockup-veiculos.png	(from http://localhost:8080/)
09:23:47	6587/6587	---M-Z	200	added ('OK')	text/javascript	etag:%2219bb-64b548e0f5c17-gzip%22	http://localhost:8080/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=09382f635556bec359b3	httrack/localhost_8080/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main1006.js	(from http://localhost:8080/)
09:23:47	161414/161414	---M--	200	added ('OK')	image/png	etag:%2227686-64b548e172d3d%22	http://localhost:8080/wp-content/uploads/2026/02/mockup-cadastrar.png	httrack/localhost_8080/wp-content/uploads/2026/02/mockup-cadastrar.png	(from http://localhost:8080/)
09:23:47	11619/11619	---M-Z	200	added ('OK')	text/javascript	etag:%222d63-64b548e0e683c-gzip%22	http://localhost:8080/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=6.5.11	httrack/localhost_8080/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.220c8a.delayed	(from http://localhost:8080/)
09:23:47	141777/141777	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Feb%202026%2012:23:47%20GMT	http://localhost:8080/vehicle-classifieds/	httrack/localhost_8080/vehicle-classifieds/index.html	(from http://localhost:8080/)
09:23:49	142763/142763	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Feb%202026%2012:23:48%20GMT	http://localhost:8080/landing-page/	httrack/localhost_8080/landing-page/index.html	(from http://localhost:8080/)
09:23:49	142705/142705	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Feb%202026%2012:23:48%20GMT	http://localhost:8080/informational-system/	httrack/localhost_8080/informational-system/index.html	(from http://localhost:8080/)
09:23:49	132487/132487	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Feb%202026%2012:23:48%20GMT	http://localhost:8080/privacy-policy/	httrack/localhost_8080/privacy-policy/index.html	(from http://localhost:8080/)
09:23:51	61028/61028	---M-Z	200	added ('OK')	text/javascript	etag:%22ee64-64b548e1786c6-gzip%22	http://localhost:8080/wp-content/uploads/essential-addons-elementor/eael-17.js?ver=1771628319	httrack/localhost_8080/wp-content/uploads/essential-addons-elementor/eael-178af2.js	(from http://localhost:8080/)
09:23:51	5677/5677	---M-Z	200	added ('OK')	text/javascript	etag:%22162d-64b548e0cc4cf-gzip%22	http://localhost:8080/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.35.5	httrack/localhost_8080/wp-content/plugins/elementor/assets/js/webpack.runtime.min4d16.js	(from http://localhost:8080/)
09:23:51	133310/133310	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Feb%202026%2012:23:50%20GMT	http://localhost:8080/terms/	httrack/localhost_8080/terms/index.html	(from http://localhost:8080/)
09:23:51	50503/50503	---M-Z	200	added ('OK')	text/javascript	etag:%22c547-64b548e0bce66-gzip%22	http://localhost:8080/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.35.5	httrack/localhost_8080/wp-content/plugins/elementor/assets/js/frontend-modules.min4d16.js	(from http://localhost:8080/)
09:23:52	21464/21464	---M-Z	200	added ('OK')	text/javascript	etag:%2253d8-62d7c8e3fbb80-gzip%22	http://localhost:8080/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	httrack/localhost_8080/wp-includes/js/jquery/ui/core.minb37e.js	(from http://localhost:8080/)
09:23:53	413168/413168	---MC-	200	added ('OK')	application/json	date:Sat,%2021%20Feb%202026%2012:23:34%20GMT	http://localhost:8080/wp-json/	httrack/localhost_8080/wp-json/index.html	(from http://localhost:8080/)
09:23:53	31880/31880	---M-Z	200	added ('OK')	text/javascript	etag:%227c88-64b548e0bdaed-gzip%22	http://localhost:8080/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.35.5	httrack/localhost_8080/wp-content/plugins/elementor/assets/js/frontend.min4d16.js	(from http://localhost:8080/)
09:23:54	143709/143709	---M-Z	200	added ('OK')	text/javascript	etag:%222315d-64b548e0b10ee-gzip%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from http://localhost:8080/)
09:23:55	26720/26720	---M--	200	added ('OK')	font/woff2	etag:%226860-64b548e078834%22	http://localhost:8080/wp-content/plugins/latepoint/public/fonts/latepoint-regular.woff2	httrack/localhost_8080/wp-content/plugins/latepoint/public/fonts/latepoint-regular.woff2	(from http://localhost:8080/wp-content/plugins/latepoint/public/stylesheets/front.css?ver=5.2.7)
09:23:56	33252/33252	---M--	200	added ('OK')	font/woff2	etag:%2281e4-64b548e078803%22	http://localhost:8080/wp-content/plugins/latepoint/public/fonts/latepoint-semibold.woff2	httrack/localhost_8080/wp-content/plugins/latepoint/public/fonts/latepoint-semibold.woff2	(from http://localhost:8080/wp-content/plugins/latepoint/public/stylesheets/front.css?ver=5.2.7)
09:23:57	8177/8177	---M--	200	added ('OK')	image/png	etag:%221ff1-64b548e0795fe%22	http://localhost:8080/wp-content/plugins/latepoint/public/images/apple-logo-compact.png	httrack/localhost_8080/wp-content/plugins/latepoint/public/images/apple-logo-compact.png	(from http://localhost:8080/wp-content/plugins/latepoint/public/stylesheets/front.css?ver=5.2.7)
09:23:58	6818/6818	---M--	200	added ('OK')	image/png	etag:%221aa2-64b548e0794cb%22	http://localhost:8080/wp-content/plugins/latepoint/public/images/google-logo-compact.png	httrack/localhost_8080/wp-content/plugins/latepoint/public/images/google-logo-compact.png	(from http://localhost:8080/wp-content/plugins/latepoint/public/stylesheets/front.css?ver=5.2.7)
09:23:59	7564/7564	---M--	200	added ('OK')	image/png	etag:%221d8c-64b548e079576%22	http://localhost:8080/wp-content/plugins/latepoint/public/images/outlook-logo-compact.png	httrack/localhost_8080/wp-content/plugins/latepoint/public/images/outlook-logo-compact.png	(from http://localhost:8080/wp-content/plugins/latepoint/public/stylesheets/front.css?ver=5.2.7)
09:24:00	14386/14386	---M--	200	added ('OK')	image/jpeg	etag:%223832-64b548e0795e4%22	http://localhost:8080/wp-content/plugins/latepoint/public/images/office-365-logo-compact.jpg	httrack/localhost_8080/wp-content/plugins/latepoint/public/images/office-365-logo-compact.jpg	(from http://localhost:8080/wp-content/plugins/latepoint/public/stylesheets/front.css?ver=5.2.7)
09:24:01	4686/4686	---M--	200	added ('OK')	image/png	etag:%22124e-64b548e0796be%22	http://localhost:8080/wp-content/plugins/latepoint/public/images/location-image.png	httrack/localhost_8080/wp-content/plugins/latepoint/public/images/location-image.png	(from http://localhost:8080/wp-content/plugins/latepoint/public/stylesheets/front.css?ver=5.2.7)
09:24:02	24359/24359	---M--	200	added ('OK')	image/png	etag:%225f27-64b548e079742%22	http://localhost:8080/wp-content/plugins/latepoint/public/images/intl-tel-input/flags.png	httrack/localhost_8080/wp-content/plugins/latepoint/public/images/intl-tel-input/flags.png	(from http://localhost:8080/wp-content/plugins/latepoint/public/stylesheets/front.css?ver=5.2.7)
09:24:03	67289/67289	---M--	200	added ('OK')	image/png	etag:%22106d9-64b548e07976e%22	http://localhost:8080/wp-content/plugins/latepoint/public/images/intl-tel-input/flags@2x.png	httrack/localhost_8080/wp-content/plugins/latepoint/public/images/intl-tel-input/flags@2x.png	(from http://localhost:8080/wp-content/plugins/latepoint/public/stylesheets/front.css?ver=5.2.7)
09:24:07	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-64b548e0ab8c9%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:09	81612/81612	---M--	200	added ('OK')	font/woff2	etag:%2213ecc-64b548e0ac011%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:14	97804/97804	---M--	200	added ('OK')	font/woff	etag:%2217e0c-64b548e0ab558%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:17	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-64b548e0ab8c9%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:19	749223/749223	---M--	200	added ('OK')	image/svg+xml	etag:%22b6ea7-64b548e0ace66%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:19	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-64b548e0abf61%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:21	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-64b548e0abf61%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:21	151368/151368	---M--	200	added ('OK')	font/ttf	etag:%2224f48-64b548e0abe8f%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:21	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2233dc-64b548e0abb52%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:21	16276/16276	---M--	200	added ('OK')	font/woff	etag:%223f94-64b548e0ab9a8%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:22	33736/33736	---M--	200	added ('OK')	font/ttf	etag:%2283c8-64b548e0aa6b5%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:25	144714/144714	---M--	200	added ('OK')	image/svg+xml	etag:%222354a-64b548e0abb20%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:31	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-64b548e0ab450%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:33	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-64b548e0ab94c%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:39	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-64b548e0ab450%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:39	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2218d14-64b548e0ac4ea%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:43	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-64b548e0ab038%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:43	2177/2177	---M--	200	added ('OK')	application/json	date:Sat,%2021%20Feb%202026%2012:24:39%20GMT	http://localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fvehicle-classifieds%2F	httrack/localhost_8080/wp-json/oembed/1.0/embed135d.json	(from http://localhost:8080/vehicle-classifieds/)
09:24:43	750/750	---M-Z	200	added ('OK')	application/rss+xml	etag:%22587cca3fcc3393401faba151b78b8f00-gzip%22	http://localhost:8080/vehicle-classifieds/feed/	httrack/localhost_8080/vehicle-classifieds/feed/index.html	(from http://localhost:8080/vehicle-classifieds/)
09:24:45	202744/202744	---M--	200	added ('OK')	font/ttf	etag:%22317f8-64b548e0ac40d%22	http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	httrack/localhost_8080/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://localhost:8080/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.5.11)
09:24:45	2329/2329	---M-Z	200	added ('OK')	text/xml	date:Sat,%2021%20Feb%202026%2012:24:43%20GMT	http://localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fvehicle-classifieds%2F&format=xml	httrack/localhost_8080/wp-json/oembed/1.0/embed36f4	(from http://localhost:8080/vehicle-classifieds/)
09:24:45	154/154	---M-Z	200	added ('OK')	text/css	etag:%229a-64b5499ef5731-gzip%22	http://localhost:8080/wp-content/uploads/elementor/css/post-1286.css?ver=1771676592	httrack/localhost_8080/wp-content/uploads/elementor/css/post-12865dd6.css	(from http://localhost:8080/vehicle-classifieds/)
09:24:46	5558/5558	---M--	200	added ('OK')	application/json	date:Sat,%2021%20Feb%202026%2012:24:46%20GMT	http://localhost:8080/wp-json/wp/v2/posts/1286	httrack/localhost_8080/wp-json/wp/v2/posts/1286.json	(from http://localhost:8080/vehicle-classifieds/)
09:24:47	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Sat,%2021%20Feb%202026%2012:24:47%20GMT	http://localhost:8080/xmlrpc.php	httrack/localhost_8080/xmlrpc.php	(from http://localhost:8080/vehicle-classifieds/)
09:24:48	3026/3026	---M-Z	200	added ('OK')	text/javascript	etag:%22bd2-62d7c8e3fbb80-gzip%22	http://localhost:8080/wp-includes/js/comment-reply.min.js?ver=6.9.1	httrack/localhost_8080/wp-includes/js/comment-reply.min4d80.js	(from http://localhost:8080/vehicle-classifieds/)
